Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class
-0.19051,0.6266,0.38381,1.9209,55.842,-0.00015939,-0.19051,0.59592,2.4157,0.3734,-0.15213,-0.45713,-0.057926,-0.19051,-1634.4,-0.22332,1.5959,-0.19051,-0.078865,0.0,2.2623,-0.18602,-0.078865,-0.18238,0.32165,-0.22332,-4.8471,1.9244,3.2861,0.24275,-0.078865,60.247,6.0584,4.0295,-0.10919,2.4157,3.815,0.58325,-0.0452,0.096468,-0.15421,-0.077007,114.89,114.89,,1.9209,0.0,-0.23661,-0.097946,1.2776,0.41675,0.16506,1.8722,2.9244,741.65,-0.0452,-0.51021,1.0665,0.56198,,3.177,62.97,5.7964,12.112,0
0.017053,0.71482,-0.45778,0.070091,-1335.0,-0.48857,0.021688,0.39895,0.14446,0.28518,0.02632,0.044056,0.1613,0.021688,11197.0,0.032597,1.3989,0.021688,0.15013,2.8354,1.0236,0.026296,0.11805,0.03832,0.27172,0.026113,5.6764,-0.47414,4.5459,4.8501,0.15013,1424.5,0.25623,0.17646,0.018319,0.14446,8.9228,0.28892,0.12681,0.034692,0.85374,0.18203,44.031,41.195,15.196,0.067812,3.2472,0.024683,0.17087,0.04827,0.49228,3.9027,0.29537,0.29924,-16089.0,0.12681,0.059798,0.85812,0.013119,128.73,8.8602,1243.9,0.29344,0.14962,0
-0.15587,0.6314,0.14334,1.4556,146.17,0.0,-0.15587,0.58379,1.547,0.3686,-0.1294,-0.49538,0.36043,-0.15587,413.31,0.88312,1.5838,-0.15587,-0.10075,87.484,0.94732,0.0,-0.10075,-0.18247,0.35439,0.88312,0.0,0.26446,3.7504,0.39412,-0.20151,1077.5,0.33875,0.16881,0.0076027,1.547,0.32425,0.63751,0.0049144,0.1292,0.029499,0.0,98.464,10.98,-0.42036,0.27711,1269.8,-0.71347,-0.46119,0.72535,0.31464,2.952,0.68006,1.1762,806.85,0.9311,-0.42286,0.086086,0.72951,4.1722,33.242,74.236,4.9168,2.8542,0
0.10054,0.33315,0.27517,3.912,33.161,-0.0034133,0.12424,2.0017,1.0231,0.66685,0.14446,1.3148,0.15782,0.12424,753.11,0.48465,3.0017,0.12424,0.12143,69.261,0.77409,0.14385,0.098274,0.4228,0.6652,0.41353,7.1137,0.43654,4.6345,0.25405,0.13423,39.337,9.2789,2.6319,0.14627,1.0231,0.75664,0.89883,0.14298,0.8142,0.061326,0.14061,104.44,35.174,0.51789,1.8575,80.816,0.10663,0.10422,1.1096,0.094493,0.10777,1.0579,1.426,11862.0,0.14298,0.15077,0.87916,0.34787,5.2699,10.377,33.712,10.827,1.623,0
0.021592,0.80317,0.03869,1.0818,-84.831,-0.094563,0.021592,0.24507,1.3903,0.19683,0.021592,0.045668,0.060237,0.021592,3500.5,0.10427,1.2451,0.021592,0.015531,60.731,1.1474,0.0,0.015531,0.060825,0.080718,0.10427,,0.079201,4.3376,0.57581,0.033431,184.63,1.9769,1.1638,0.0037412,1.3903,0.93201,0.49744,0.002691,0.033027,0.43074,0.0,130.19,69.457,0.093342,0.59258,90.331,-0.062154,-0.044706,0.63685,0.47281,0.50584,0.40293,1.0183,841.86,0.32769,0.1097,0.67652,1.5273,6.0101,5.255,124.13,2.9405,2.846,0
0.13666,0.62844,0.068438,1.1542,-30.259,0.57632,0.13666,0.59039,1.1807,0.37103,0.13666,0.30787,0.1573,0.13666,1108.8,0.32919,1.5912,0.13666,0.10391,42.421,0.9986,0.16173,0.10391,0.6375,0.37103,0.32919,1.4519,0.14034,4.1486,0.46892,0.10391,145.45,2.5095,0.25736,0.16173,1.3179,1.9478,0.55558,0.12297,0.033836,0.089075,0.12297,138.01,95.592,0.89405,0.80982,50.086,0.091517,0.069583,0.81524,0.44389,0.39848,0.76081,1.1392,963.65,0.15303,0.36833,0.84697,0.4974,8.6043,3.8183,123.19,2.9629,2.697,0
0.10491,0.40449,0.29886,1.8949,26.419,-0.075442,0.10616,1.4723,1.037,0.59551,0.10616,0.31789,0.048665,0.10616,1153.4,0.31646,2.4723,0.10616,0.040359,15.865,1.6665,0.11628,0.039884,-0.080931,0.59551,0.31336,0.45845,0.81386,3.9841,0.13339,0.040359,48.056,7.5954,0.28748,0.11628,2.9017,7.3489,0.66606,0.044208,0.16065,0.096276,0.044208,80.367,64.502,0.91761,1.5526,16.452,0.094434,0.035902,1.5644,0.33394,0.13166,1.6217,1.8139,2880.9,0.035703,0.17616,0.9643,0.11847,23.007,5.6587,46.34,7.8766,7.163,0
0.19785,0.17112,0.4136,3.417,67.068,0.0,0.19785,4.8437,1.5814,0.82888,0.21401,1.1562,0.13659,0.19785,289.16,1.2623,5.8437,0.19785,0.12511,20.318,0.92576,0.21401,0.12511,,0.63116,1.2623,13.245,0.99597,3.2497,0.1055,0.13106,45.637,7.9979,7.9979,0.21281,1.5814,,0.82888,0.13457,0.45735,0.024569,0.13532,116.89,96.574,2.2475,2.9025,23.477,0.19585,0.12384,3.417,0.17112,0.12503,1.996,1.996,735.06,0.13457,0.2387,0.87526,0.0,17.964,3.7795,39.496,9.2415,3.8082,0
0.08928,0.099677,0.90032,10.032,55.931,0.0,0.11467,9.0324,4.8594,0.90032,0.169,1.1505,0.06488,0.11467,115.4,3.163,10.032,0.11467,0.023598,14.481,1.1833,0.10612,0.018373,0.56173,0.75703,2.9082,1.9534,,2.5428,-0.076007,0.023598,7.6519,47.701,47.701,0.10472,4.8594,,0.90032,0.021549,4.7054,0.010833,0.021838,39.883,25.402,0.46309,8.0982,14.8,-0.094487,-0.019444,10.032,0.099677,0.020964,,,314.17,0.021549,0.099164,0.97671,0.0,25.205,14.369,7.487,48.751,,0
0.050964,1.9393,0.99376,621.17,124.86,-1.4811,0.050964,-0.48434,1.1869,-0.93928,0.050964,31.805,0.049222,0.050964,12116.0,0.030126,0.51566,0.050964,0.042937,185.24,0.56183,0.050964,0.042937,-0.0051757,-1.3399,0.030126,,214.22,2.0963,1.3415,0.042937,0.51486,708.92,0.58577,0.050964,1.1869,0.20282,0.9984,0.042937,216.55,1.1065,0.042937,199.38,14.145,0.084606,245.26,193.55,0.043505,0.036653,0.51326,0.0016024,0.0014106,-202.48,215.22,124.04,0.042937,-0.054259,0.95706,-2.0629,1.9704,25.805,0.49276,740.73,255.87,0
0.14828,0.61726,0.20603,1.3484,112.68,0.09804,0.18487,0.62007,5.0313,0.38274,0.29186,0.3126,0.042801,0.18487,1046.2,0.34888,1.6201,0.18487,0.036744,9.9643,1.7209,0.13684,0.029472,0.36032,0.36994,0.2896,1.2789,1.0171,3.5917,0.081681,0.038032,43.385,8.5046,8.1482,0.055875,5.0313,25.518,0.40861,0.011106,0.3546,0.12297,0.027197,42.636,32.672,1.0796,1.1161,9.9677,0.10636,0.02114,1.2919,0.59139,0.11758,1.8894,2.0171,804.63,0.011106,0.38742,1.0209,0.067583,36.631,11.172,42.903,8.5076,24.837,0
0.29065,0.52727,0.20068,1.3807,32.734,0.16935,0.29065,0.89658,3.3889,0.47273,0.35912,0.55134,0.085765,0.29065,662.15,0.55124,1.8966,0.29065,0.085765,2.3893,1.6562,0.0,0.085765,0.23112,0.46,0.55124,0.0,0.73738,3.5939,0.12454,0.20805,98.588,3.7023,3.7015,0.17724,3.3889,,0.47273,0.0523,0.20152,,0.0,66.95,64.56,13.102,1.3386,4.1487,0.0,0.0,1.3804,0.52716,0.27011,1.737,1.737,787.72,0.42409,0.61483,0.5965,0.0,152.77,5.6536,56.778,6.4286,12.452,0
0.027667,0.1724,0.57095,4.8014,56.904,0.0,0.027667,4.8004,1.1676,0.8276,0.028436,0.18421,0.11698,0.027667,460.72,0.79224,5.8004,0.027667,0.023696,143.94,0.99286,0.0,0.023696,0.035167,0.54685,0.79224,0.0,2.0475,4.8739,0.14652,0.053067,69.094,5.2827,4.6022,0.037202,1.1676,208.72,0.82885,0.031862,0.024257,0.052763,0.0,224.3,80.362,0.060089,1.7358,211.81,-0.10892,-0.093283,4.183,0.15019,0.1893,2.9679,2.9724,42708.0,0.32045,0.033431,0.68333,0.0015093,2.5358,4.5419,46.952,7.7739,4.1871,0
0.46225,0.081981,0.56504,7.8923,89.253,0.0,0.46225,11.198,2.0542,0.91802,0.46315,5.6385,0.25003,0.46225,58.262,6.2648,12.198,0.46225,0.22503,32.103,1.084,0.46313,0.22503,0.97666,0.14821,6.2648,514.71,1.6008,3.6286,-0.0080514,0.22547,18.822,19.392,19.392,0.4644,2.0542,,0.91802,0.22608,1.2378,0.0053116,0.22546,96.936,64.833,2.5585,5.6885,41.48,0.41178,0.20046,7.8923,0.081981,0.051568,2.6008,2.6008,2402.6,0.22608,0.50353,0.77511,0.0,11.37,5.6298,14.567,25.057,5.8195,0
0.08414,0.46969,0.28205,1.6005,48.947,0.0,0.11682,1.1291,1.9137,0.53031,0.24306,0.24871,0.074836,0.11682,1197.1,0.30491,2.1291,0.11682,0.061043,9.0613,0.98112,0.19552,0.043968,0.24716,0.48611,0.23534,1.5487,1.1361,3.0535,0.23846,0.078862,99.093,3.6834,3.6834,0.18361,1.9137,,0.53031,0.095947,0.03462,0.070551,0.10217,140.28,131.22,1.7711,1.4994,10.023,0.16912,0.088376,1.6005,0.46969,0.27149,2.1361,2.1361,319.01,0.095947,0.15866,0.9408,0.0,40.281,2.7816,89.585,4.0743,7.7083,0
0.045218,0.47357,0.30027,1.6964,29.308,0.12466,0.06494,1.1116,1.0363,0.52643,0.06494,0.1506,0.042478,0.06494,2047.8,0.17824,2.1116,0.06494,0.032681,23.574,0.88376,0.046531,0.022756,0.16589,0.52643,0.13659,0.24267,1.1182,4.5749,0.19509,0.032681,82.081,4.4468,0.098254,0.046531,2.0312,14.234,0.5688,0.023416,0.2396,0.2359,0.023416,115.38,91.808,0.35232,1.3987,24.431,0.027062,0.013619,1.5446,0.4312,0.22488,1.9604,2.1182,11282.0,0.035046,0.085896,0.96495,0.080491,15.483,3.9757,79.204,4.6083,7.4,0
0.15457,0.50264,-0.049697,0.87879,-92.488,0.41434,0.15457,0.98948,1.1462,0.49736,0.15457,0.37698,0.19748,0.15457,703.82,0.5186,1.9895,0.15457,0.1171,60.251,0.8353,0.15985,0.1171,0.41434,0.49736,0.5186,1.3881,-0.07769,4.4224,0.36125,0.1171,129.96,2.8086,0.31802,0.15985,1.3313,1.5375,0.58999,0.1211,0.065369,0.062136,0.1211,92.222,31.971,0.70938,0.34736,69.062,0.053748,0.040719,0.71684,0.41001,0.35604,0.7775,0.92231,-1314.4,0.12759,0.31078,0.87241,0.18625,6.058,11.417,113.38,3.2194,2.0635,0
0.12094,0.30647,0.5,2.8442,54.033,0.0,0.12094,2.263,2.2259,0.69353,0.13579,0.44609,0.2014,0.12094,249.52,1.4628,3.263,0.12094,0.054333,55.596,1.0302,0.0,0.054333,0.40337,0.69017,1.4628,0.0,2.1845,4.4739,0.090567,0.12272,71.957,5.0725,4.4873,0.0071025,2.2259,29.81,0.70802,0.0031908,0.40038,0.031205,0.0,108.64,53.048,0.35671,1.5937,89.988,-0.32737,-0.14707,2.5161,0.27111,0.19714,3.03,3.0933,14889.0,0.38219,0.17439,0.62477,0.020899,6.5652,6.8805,44.456,8.2104,9.7251,0
0.079694,0.063296,0.78457,13.395,595.28,0.0,0.079694,14.799,1.7791,0.9367,0.084918,1.2591,0.24421,0.079694,53.175,6.8642,15.799,0.079694,0.044794,43.375,1.1782,0.0,0.044794,0.25553,0.8362,6.8642,0.0,5.1569,2.6968,-0.17399,0.10014,33.052,11.043,11.043,0.0,1.7791,,0.9367,0.0,5.9528,0.005947,0.0,96.645,53.27,0.37694,10.055,110.4,-0.35478,-0.19942,13.395,0.063296,0.090552,6.1569,6.1569,390.34,0.6071,0.085079,0.39785,0.0,8.4149,6.8519,12.986,28.107,11.694,0
0.010018,0.65923,0.058139,1.1299,-33.453,0.00029141,0.010018,0.51691,1.0975,0.34077,0.013381,0.022389,0.044351,0.010018,4943.3,0.073837,1.5169,0.010018,0.009128,60.078,0.91149,0.0,0.009128,0.036898,0.19333,0.073837,0.0,0.11759,3.7842,0.46094,0.018256,118.43,3.0821,2.092,0.0024019,1.0975,3.9124,0.42382,0.0021885,0.34729,0.56843,0.0,116.47,56.387,0.055457,0.72621,47.811,-0.038658,-0.035223,0.76695,0.44746,0.32445,0.68925,0.85725,353.73,-0.25658,0.029399,1.2598,0.24374,6.0754,6.4731,148.81,2.4528,2.2199,0
0.032057,0.79577,0.069083,1.1347,-2114.2,0.0,0.032057,0.25664,1.1074,0.20423,0.067905,0.062504,0.028947,0.032057,9060.7,0.040284,1.2566,0.032057,0.028947,102.31,1.0115,0.065563,0.028947,0.084917,0.069139,0.040284,1.8289,0.16525,4.7988,0.7071,0.05908,222.66,1.659,1.0692,0.056646,1.1074,1.0314,0.46751,0.051151,0.03729,0.40458,0.059203,185.51,83.198,0.10327,0.52947,133.16,0.065563,0.059203,0.73131,0.51288,0.60277,0.48854,1.1183,4346.9,0.24081,0.15697,0.80071,1.2892,3.5676,4.3871,169.04,2.1592,2.6491,0
0.51259,0.59895,-0.14059,0.76471,-34.445,0.0,0.51259,0.6696,2.6858,0.40105,0.53368,0.85788,0.21015,0.51259,387.33,0.94236,1.6696,0.51259,0.19085,9.1973,,0.53213,0.19085,0.51259,0.39028,0.94236,25.233,-0.25887,3.6667,0.22227,0.1987,97.273,3.7523,3.7433,0.44379,2.6858,,0.40105,0.16523,0.005457,0.034189,0.19813,61.651,52.454,7.574,0.65144,11.018,0.4803,0.17883,0.76286,0.5975,0.2665,0.73847,0.73847,-652.67,0.16523,1.2781,0.8227,0.0,39.686,6.9585,81.2,4.4951,4.9455,0
0.025373,0.65416,-0.20242,0.63235,-107.97,0.0,0.025373,0.52869,1.9397,0.34584,0.033144,0.046086,0.039115,0.025373,3147.0,0.11598,1.5287,0.025373,0.013081,35.939,0.95164,0.0,0.013081,0.13502,0.32563,0.11598,0.0,-0.31053,4.1757,0.33658,0.030997,140.55,2.5969,2.1856,0.022012,1.9397,2.1255,0.41979,0.011348,0.039171,0.4318,0.0,61.454,25.515,0.13285,0.28545,48.757,-0.050498,-0.026034,0.53221,0.55057,0.38508,0.53056,0.64399,-3033.5,0.2629,0.073366,0.74117,0.2138,10.156,14.305,103.6,3.5231,2.9757,0
0.0,0.39158,0.13321,1.6282,-53.169,0.05536,0.055334,1.5537,0.60944,0.60842,0.055334,0.26095,0.099721,0.055334,2351.8,0.1552,2.5537,0.055334,0.090796,110.97,1.0395,0.0,0.0,0.15302,0.26525,0.013891,,0.20345,5.7969,0.64213,0.19045,174.28,2.0943,1.1341,0.0014285,0.60944,0.89322,0.78752,0.002344,0.061083,2.3996,0.0,199.02,88.052,0.0,0.75442,152.29,-0.0054396,-0.0089256,0.8817,0.21205,0.47749,0.92925,1.2028,83459.0,0.27132,0.0,0.72878,0.29437,3.2892,4.1453,127.0,2.8741,0.9308,0
0.081533,0.27236,0.31104,2.6621,50.824,0.465,0.1002,2.6716,0.83744,0.72764,0.10637,0.53544,0.14558,0.1002,815.39,0.44764,3.6716,0.1002,0.11965,67.843,1.0604,0.099006,0.09736,0.25967,0.59083,0.3791,16.051,0.61981,4.9357,0.32522,0.11965,98.783,3.7234,2.5584,0.14598,0.83744,4.0192,0.81286,0.17431,0.32503,0.075202,0.11822,190.62,122.78,0.5238,1.8303,81.538,0.07729,0.092292,1.8291,0.18714,0.26857,1.45,1.6198,2.6621,0.17431,0.0,0.82469,0.11712,5.38,2.9729,81.564,4.475,1.6688,0
0.16564,0.66431,-0.14788,0.7414,-14.916,0.36388,0.16564,0.27333,1.0295,0.18158,0.16564,0.28966,0.04256,0.16564,1021.4,0.35737,1.5053,0.16564,0.029694,3.5649,1.1083,0.18148,0.029694,0.36388,0.18158,0.35737,0.33492,-0.25672,4.5445,0.11893,0.029694,38.52,9.4756,0.27318,0.18148,5.6065,3.9953,0.27406,0.032533,0.035085,0.086244,0.032533,26.428,22.864,3.0404,0.64612,3.6699,0.10971,0.019668,0.63819,0.57184,0.10553,0.31522,0.47576,-5181.3,0.028624,0.91222,0.97138,0.5093,102.39,15.964,37.418,9.7548,9.6836,0
0.78063,0.12069,0.87409,42.657,331.65,0.0,0.78063,7.286,1.7505,0.87932,0.78441,37.203,0.45911,0.78063,54.811,6.6593,8.286,0.78063,0.44594,0.0,0.91227,0.78088,0.44594,1.5355,0.78063,6.6593,206.44,8.3303,3.2763,0.046799,0.44621,7.8986,46.21,8.0344,0.78088,1.7505,,0.87932,0.44609,1.9441,0.005004,0.44609,178.13,178.13,,42.657,0.0,0.75784,0.43292,7.4166,0.020983,0.02164,8.3801,8.3801,1651.3,0.44609,0.88777,0.55495,0.0,,2.0491,4.3752,83.425,16.683,0
-0.19283,0.96909,-0.40144,0.54589,-148.51,-0.011843,-0.19283,0.031891,1.3921,0.030905,-0.15909,-0.21812,-0.074901,-0.19283,-3392.3,-0.1076,1.0319,-0.19283,-0.13851,41.522,0.76961,-0.1691,-0.13851,-0.3255,-0.20467,-0.1076,-5.0116,-0.77586,3.7071,0.69484,-0.11631,207.59,1.7583,1.6039,-0.16225,1.3921,3.8114,0.11597,-0.11655,0.052806,-0.40106,-0.12147,114.29,72.769,-1.2176,0.36676,37.188,-0.25766,-0.18508,0.49798,0.88403,0.56874,0.059731,0.22414,-2044.9,-0.11655,-6.2392,1.1368,2.7525,8.7906,5.0159,231.79,1.5747,2.6905,0
0.044668,0.52579,0.33484,1.7318,1.3359,0.071969,0.048458,0.88291,1.0334,0.46423,0.048458,0.1059,0.048989,0.048458,2085.1,0.17505,1.9019,0.048458,0.025792,44.062,0.69823,0.062019,0.023774,0.075908,0.46423,0.16784,0.34112,1.613,4.0735,0.21589,0.025792,91.861,3.9734,0.11795,0.062019,1.9147,8.2906,0.53245,0.033009,0.48436,0.16369,0.033009,110.89,66.825,0.19694,1.2361,45.533,0.018435,0.0098121,1.5071,0.45757,0.25167,2.2363,2.565,3965.8,0.032311,0.09622,0.96769,0.14696,8.2838,5.462,88.893,4.1061,9.0508,0
0.019019,0.10148,0.43233,5.482,201.93,0.13556,0.01492,5.5185,1.0153,0.56004,0.01492,0.15468,0.063058,0.01492,813.54,0.44866,9.8537,0.01492,0.020663,25.361,0.89102,0.013617,0.02634,0.16865,0.56004,0.48905,0.19147,0.91749,4.1011,-0.45449,0.020663,49.507,7.3727,0.13418,0.013617,0.7387,95.26,0.56507,0.018858,4.4585,0.075438,0.018858,49.907,24.545,0.37909,4.9619,25.75,-0.016995,-0.023536,5.2106,0.09646,0.13564,1.1885,1.1992,5456.2,0.015079,0.03396,0.98492,0.0089714,14.392,14.87,48.76,7.4856,1.5324,0
0.34208,0.18845,0.47613,4.2078,209.41,0.0,0.34208,4.3064,1.6794,0.81155,0.44104,2.3047,0.36323,0.34208,112.76,3.237,5.3064,0.34208,0.2037,40.026,1.3929,0.0083585,0.2037,0.54232,0.73868,3.237,0.084465,1.2682,5.4116,0.043842,0.45649,70.767,5.1578,4.0624,0.0048505,1.6794,960.61,0.81201,0.0028882,0.79049,0.022736,0.0049771,110.24,70.215,1.8575,2.9671,87.804,-0.25957,-0.15456,3.3142,0.14843,0.19388,2.1616,2.1628,122840.0,0.54415,0.42152,0.57153,0.00056492,9.1192,5.1983,32.259,11.315,4.4731,0
0.077023,0.54594,0.12831,1.2581,-44.255,0.15663,0.096259,0.83169,1.0814,0.45406,0.096259,0.1936,0.092301,0.096259,1451.6,0.25145,1.8317,0.096259,0.064721,71.662,1.329,0.11348,0.051787,0.19595,0.45406,0.21621,0.82518,0.34263,4.0369,0.29561,0.064721,131.96,2.766,0.20787,0.11348,1.4933,6.8423,0.5028,0.076303,0.21443,0.11617,0.076303,127.34,55.682,0.26377,0.67077,77.499,0.072466,0.048723,1.1457,0.4972,0.36153,1.2125,1.3426,1396.8,0.075312,0.16963,0.92469,0.10735,5.0933,6.5551,122.02,2.9913,3.9715,0
-0.056503,0.32637,0.67363,3.064,45.498,0.0,-0.056503,2.0641,3.3802,0.67365,-0.056503,-0.17312,-0.016716,-0.056503,-2108.3,-0.17312,3.064,-0.056503,-0.016716,26.029,0.39643,-0.056556,-0.016716,0.61158,0.23332,-0.17312,,,1.7542,-0.12164,-0.016716,34.804,10.487,10.487,-0.042465,3.3802,,0.67365,-0.012563,2.2598,-0.19236,-0.016731,28.342,2.3127,-0.2344,2.3254,25.706,-0.056556,-0.016731,3.064,0.32637,0.095354,,,38.246,-0.012563,-0.083876,1.0167,0.0,14.023,157.83,35.242,10.357,,0
0.040988,0.47531,0.22577,1.6289,-0.72788,0.0,0.040988,1.1039,1.5613,0.52469,0.047792,0.11418,0.026253,0.040988,4232.6,0.086235,2.1039,0.040988,0.026253,44.689,0.959,0.048898,0.026253,0.15101,0.51728,0.086235,7.1865,0.54371,3.8288,0.25344,0.026403,544.48,4.2384,3.2011,0.042089,1.5794,3.4588,0.63849,0.026958,0.32677,0.32402,0.031319,109.28,64.592,0.21442,1.0964,45.858,0.0,0.0,1.2303,0.35898,1.4917,1.2636,1.5376,1522.2,0.84587,0.078119,0.96762,0.21688,8.1676,5.6509,83.922,4.3493,3.7599,0
0.1345,0.043051,0.12729,4.3108,156.86,-0.61626,0.1345,22.228,0.35712,0.95695,0.15084,3.4985,0.53739,0.1345,81.879,4.4578,23.228,0.1345,0.37664,4.5091,1.1555,0.02466,0.37664,-0.35316,-0.23286,4.4578,1.5091,0.15257,4.2987,-0.092,0.42239,42.56,8.5761,7.6589,0.027395,0.35712,146.67,0.95805,0.076711,2.0841,0.017486,0.069052,87.496,82.987,30.488,4.196,4.8837,-0.032749,-0.091703,3.8497,0.038447,0.1166,1.1471,1.1484,2532.2,0.076711,0.14056,0.72455,0.0011494,80.948,4.3983,39.295,9.2887,0.42806,0
-0.11049,0.58581,-0.066466,0.8544,-90.506,-0.18204,-0.11049,0.70703,0.93015,0.41419,-0.11049,-0.24203,-0.10694,-0.11049,-2149.7,-0.16979,1.707,-0.11049,-0.11879,53.876,1.1516,0.0,-0.11879,-0.23706,-0.21574,-0.16979,,-0.10897,3.6371,0.62619,-0.23757,202.47,1.8027,1.4048,0.079437,0.93015,2.0603,0.53686,0.085402,0.0081715,1.7715,0.0,151.59,97.716,-0.80476,0.55365,60.893,-0.011023,-0.01185,0.66581,0.45651,0.55471,0.67904,0.88016,-288.2,0.11524,-0.26676,0.88476,0.29619,6.7748,3.7353,179.14,2.0375,1.5249,0
0.16668,0.1436,0.44752,5.3717,-118.17,0.0,0.16668,5.964,2.1433,0.8564,0.16928,1.6282,0.59169,0.16668,41.33,8.8315,6.964,0.16668,0.077767,29.696,1.025,0.0,0.077767,0.6302,0.85346,8.8315,0.0,0.99427,4.7614,0.048082,0.17478,116.56,3.1313,2.2323,0.0084903,2.1433,96.905,0.86028,0.0039613,0.56033,0.0043455,0.0,83.878,54.182,0.95586,3.6683,198.55,-1.1015,-0.51392,3.8295,0.10237,0.31935,1.9027,1.9113,25833.0,0.85044,0.19463,0.15962,0.0045249,12.291,6.7366,17.433,20.937,4.7618,0
0.089158,0.73159,0.27475,1.3915,5.3835,0.011287,0.10453,0.36689,2.436,0.26841,0.10453,0.14897,0.057384,0.10453,1910.2,0.19107,1.3669,0.10453,0.042912,35.804,1.058,0.10248,0.0366,0.16899,0.10044,0.17006,183030.0,11.68,3.2519,0.29196,0.042912,109.02,3.348,3.2113,0.086649,2.436,,0.26841,0.03557,0.03073,0.17705,0.042068,143.08,107.28,0.37311,1.051,37.124,0.067226,0.027597,1.3347,0.70173,0.29869,11.41,11.41,490.71,0.03557,0.33217,0.9575,0.0,10.194,3.4025,105.14,3.4714,103.56,0
0.14308,0.74434,0.23438,1.3149,-13.8,0.0,0.17497,0.34348,3.5207,0.25566,0.28794,0.23507,0.051859,0.17497,1488.0,0.24529,1.3435,0.17497,0.049697,37.518,1.9606,0.16138,0.040641,0.25135,0.24068,0.20246,1.4285,11.01,3.778,0.20608,0.060157,81.065,4.5026,4.5026,0.1693,3.5207,,0.25566,0.048086,0.026148,0.14682,0.045837,99.447,61.929,0.39538,0.82868,39.413,0.15377,0.043675,1.3149,0.74434,0.2221,12.01,12.01,1405.7,0.048086,0.55965,0.95203,0.0,9.7286,5.8938,77.167,4.73,165.39,0
0.0089142,0.40809,0.23185,1.8474,-5.4762,0.0,0.0089142,1.4504,1.2033,0.59191,0.010001,0.032583,0.037083,0.0089142,3338.0,0.10935,2.4504,0.0089142,0.0074079,71.885,0.84828,0.0,0.0074079,0.22786,0.26167,0.10935,0.0,0.4688,3.1886,0.33844,0.014816,114.01,3.2014,2.1463,6.4779e-07,1.2033,2.2321,0.71218,5.3832e-07,0.030951,0.38094,0.0,150.74,78.857,0.037614,0.9812,98.761,-0.035709,-0.029675,1.2385,0.27359,0.31236,1.1968,1.44,357.91,0.27214,0.01506,0.72876,0.20319,5.0776,4.6286,82.985,4.3984,2.4331,0
0.071582,0.07254,0.86315,12.899,51.585,0.0,0.088542,12.785,2.0825,0.92746,0.09043,1.2206,0.058283,0.088542,218.14,1.6732,13.785,0.088542,0.042517,101.84,0.74666,0.090295,0.034373,0.53258,0.77207,1.4394,47.834,13.423,2.541,-0.023914,0.042517,13.298,27.447,27.447,0.091478,2.0825,,0.92746,0.043926,1.7075,0.019638,0.043359,142.29,40.451,0.1232,4.889,106.52,0.057462,0.027593,12.899,0.07254,0.036433,14.423,14.423,299.96,0.043926,0.077181,0.95749,0.0,3.5841,9.0234,12.714,28.708,32.385,0
0.095528,0.071357,0.4699,9.2179,172.38,0.31119,0.11633,12.821,1.1298,0.91489,0.11633,2.0345,0.17898,0.11633,177.57,2.0555,14.014,0.11633,0.14195,19.125,0.78569,0.087523,0.11657,0.42267,0.91489,1.764,1.2066,0.9936,4.2624,-0.10773,0.14195,28.773,12.685,1.2266,0.087523,0.91145,34.148,0.92906,0.1068,4.439,0.019903,0.1068,121.7,102.58,2.2247,8.467,21.608,0.057178,0.06977,7.3865,0.05718,0.07883,1.9345,1.9645,8597.5,0.11491,0.10441,0.88509,0.015496,19.085,3.5582,25.467,14.332,1.7329,0
0.097865,0.75266,0.12784,1.4899,26.839,0.1413,0.11396,0.31162,1.0755,0.23454,0.11396,0.43669,0.1012,0.11396,2236.1,0.16323,1.3286,0.11396,0.093871,5.979,0.97609,0.084062,0.080612,0.16807,0.23454,0.14184,0.74468,0.20916,6.0096,0.56156,0.093871,84.382,4.3256,0.11169,0.084062,1.2618,0.7503,0.72623,0.069242,0.36543,0.2662,0.069242,88.222,82.243,4.9211,1.4137,6.4303,0.075167,0.061915,0.51657,0.26097,0.23118,0.38374,1.1882,130700.0,0.070179,0.41726,0.92982,2.0964,61.047,4.4381,78.46,4.6521,1.9863,0
